k,response_step,condition,layer,n,augmented_safety_projection_mean,mixed_safety_projection_mean,delta_mixed_minus_augmented_safety_projection_mean,augmented_kl_to_static_mean,mixed_kl_to_static_mean,delta_mixed_minus_augmented_kl_to_static_mean,augmented_refusal_logmass_mean,mixed_refusal_logmass_mean,delta_mixed_minus_augmented_refusal_logmass_mean,augmented_compliance_logmass_mean,mixed_compliance_logmass_mean,delta_mixed_minus_augmented_compliance_logmass_mean,augmented_refusal_margin_mean,mixed_refusal_margin_mean,delta_mixed_minus_augmented_refusal_margin_mean
5,0,adaptive,28,23,0.6155047183451445,4.957414772199548,4.341910053854403,10.898779599562936,8.035777154176131,-2.8630024453868046,-5.545218301855999,-4.616754905037258,0.9284633968187412,-4.028780771338421,-3.7206587480462114,0.3081220232922095,-1.5164375305175781,-0.8960961569910464,0.6203413735265317
5,0,clean,28,23,13.12146402441937,15.162602175836978,2.0411381514176092,11.17714027736498,8.644819000492925,-2.5323212768720555,-6.512033545452615,-5.893824909044349,0.6182086364082666,-2.5360890989718228,-1.5795005054577538,0.956588593514069,-3.975944477578868,-4.314324399699336,-0.33837992212046775
5,0,refusal,28,23,59.15468000329059,62.67621454985245,3.5215345465618597,11.696784983510556,10.154955314553302,-1.541829668957254,-11.530346455781356,-10.807085679925006,0.7232607758563496,-17.605828699858293,-16.644990008810293,0.960838691048,6.0754822440769365,5.837904328885286,-0.2375779151916504
5,0,static,28,23,-8.681546086850374e-08,-1.5549037767493206e-08,7.126642310101053e-08,0.0,0.0,0.0,-11.719089280004086,-2.4544288775195247,9.264660402484562,-13.182220044343367,-8.662574042444644,4.519646001898723,1.4631307643392812,6.208145151967588,4.745014387628307
5,1,adaptive,28,23,4.679699014062467,13.305310912754225,8.625611898691758,10.664744190547777,7.973867701447529,-2.6908764891002486,-5.286362730938455,-0.6690307026324065,4.617332028306048,-7.931696974712869,-8.693912443907365,-0.762215469194496,2.645334243774414,8.024881736091945,5.379547492317531
5,1,clean,28,23,22.642055345618207,8.166386251864227,-14.47566909375398,13.487700337949006,8.14102303997978,-5.346677297969226,-2.132242852821946,-2.1620182531035463,-0.029775400281600195,-7.485244688780411,-9.162840718808381,-1.6775960300279698,5.353001822596011,7.000822461169699,1.6478206385736884
5,1,refusal,28,23,61.82487396571947,70.3511493102364,8.526275344516925,11.52603522590969,10.260480714880902,-1.2655545110287871,-10.79919375544009,-9.483765726504119,1.3154280289359708,-15.940666115802268,-14.31017780303955,1.6304883127627168,5.141472360362178,4.826412097267482,-0.31506026309469526
5,1,static,28,23,-7.644943569017493e-08,1.6585640285326086e-07,2.423058385434358e-07,0.0,0.0,0.0,-12.763615380162777,-6.992458200973013,5.771157179189764,-13.930094967717709,-11.396335290825885,2.5337596768918242,1.1664795875549316,4.403877092444378,3.2373975048894463
5,2,adaptive,28,23,0.5087168981199679,41.43617298292077,40.9274560848008,9.333941988323046,12.635903089185772,3.3019611008627265,-12.711311526920484,-10.848535827968432,1.8627756989520527,-4.407026539678159,-15.265933658765709,-10.85890711908755,-8.304284987242326,4.417397830797278,12.721682818039604
5,2,clean,28,23,58.00327286512955,22.982927457146022,-35.02034540798353,15.778950110725734,10.302319998093678,-5.476630112632057,-10.601345559825068,-8.628366947174072,1.972978612650996,-14.9926467563795,-12.189637660980225,2.8030090953992755,4.391301196554433,3.5612707345382026,-0.83003046201623
5,2,refusal,28,23,67.09053810783054,55.316811644512676,-11.773726463317864,16.38593532728112,16.3056612636732,-0.08027406360792,-12.332268673440684,-13.697565140931502,-1.3652964674908183,-15.728235866712486,-17.63108945929486,-1.9028535925823729,3.3959671932718027,3.9335243183633555,0.5375571250915527
5,2,static,28,23,3.239382868227751e-08,-2.7988267981487774e-07,-3.1227650849715527e-07,0.0,0.0,0.0,-12.049900386644447,-9.51620545724164,2.5336949294028077,-13.208143690358037,-14.0787818328194,-0.8706381424613632,1.1582433037135913,4.562576356141464,3.4043330524278725
5,4,adaptive,28,23,14.320271567158077,10.57882833480835,-3.7414432323497273,14.906410942906918,16.92459473443096,2.0181837915240433,-9.073759659476902,-8.281521859376326,0.7922378001005761,-11.159895026165506,-16.401353587274965,-5.241458561109459,2.086135366688604,8.119831727898639,6.033696361210035
5,4,clean,28,23,21.38514368430428,8.143584023351254,-13.241559660953024,15.094048023223877,15.514038439541526,0.4199904163176491,-13.946704190710317,-12.452716345372407,1.4939878453379105,-18.310146226831105,-18.445528963337775,-0.13538273650667065,4.36344201668449,5.992812592050304,1.6293705753658134
5,4,refusal,28,23,59.370644030363664,54.107807574064836,-5.262836456298828,14.267595249673594,17.703234527422033,3.4356392777484395,-17.001496605251145,-13.669337697651075,3.3321589076000695,-19.55977784032407,-17.854662190312926,1.7051156500111446,2.558281235072924,4.185324503027874,1.6270432679549502
5,4,static,28,23,-7.904094198475713e-08,4.1464100713315216e-08,1.2050504269807233e-07,0.0,0.0,0.0,-12.765012492304264,-12.781065889026808,-0.016053396722544022,-13.5835658363674,-18.247065896573275,-4.663500060205875,0.8185533440631368,5.466000017912491,4.6474466738493545
5,8,adaptive,28,23,1.3065163622731748,12.901759230572244,11.595242868299069,11.01077719875004,22.48683314392142,11.47605594517138,-10.334709416265072,-16.80807513776033,-6.473365721495258,-11.711852778559146,-21.23083844392196,-9.518985665362814,1.3771433622940727,4.422763306161632,3.045619943867559
5,8,clean,28,23,19.56371969762056,9.821130690367326,-9.742589007253233,16.654677992281705,21.22140025824078,4.566722265959076,-13.550698570583178,-16.535303053648576,-2.9846044830653984,-16.947182987047277,-19.561724123747453,-2.6145411367001756,3.3964844164641006,3.026421070098877,-0.37006334636522364
5,8,refusal,28,23,65.58778335737145,59.539990383645765,-6.047792973725684,15.016141974407693,23.25734043121338,8.241198456805686,-16.908104523368504,-12.621196114498636,4.286908408869868,-21.40850946177607,-18.240402719248895,3.1681067425271756,4.500404938407566,5.619206594384235,1.118801655976669
5,8,static,28,23,7.515368254288383e-08,-1.9177146579908289e-07,-2.6692514834196673e-07,0.0,0.0,0.0,-12.843719026316768,-21.260377002798993,-8.416657976482226,-14.187025360439135,-23.198539650958516,-9.011514290519381,1.3433063341223674,1.9381626585255498,0.5948563244031824
5,16,adaptive,28,23,7.192135365112968,2.7254455931808637,-4.466689771932105,14.336073937623397,21.263915064322806,6.927841126699409,-12.10792122716489,-19.935261830039646,-7.827340602874756,-14.273376589236053,-22.088532572207242,-7.81515598297119,2.1654553620711616,2.153270721435547,-0.012184640635614752
5,16,clean,28,23,20.76328484908394,8.532949419125266,-12.230335429958675,16.545082672782566,20.05895212493634,3.5138694521537737,-16.918938346531082,-18.475440232650094,-1.5565018861190119,-19.344834327697754,-20.76577087070631,-1.4209365430085548,2.425895981166674,2.290330638056216,-0.13556534311045798
5,16,refusal,28,23,54.765849652497664,57.88743002518363,3.121580372685969,12.728529081408139,22.17645728069803,9.447928199289892,-17.700700013533883,-11.381487089654673,6.31921292387921,-19.44630486032237,-14.47352173017419,4.972783130148182,1.7456048467884893,3.09203460942144,1.3464297626329507
5,16,static,28,23,3.628108812415082e-08,2.0732050356657608e-08,-1.554903776749321e-08,0.0,0.0,0.0,-12.841914674510127,-20.97639943205792,-8.134484757547794,-14.366179963816768,-23.576750071152397,-9.210570107335629,1.5242652893066406,2.600350639094477,1.0760853497878364
10,0,adaptive,28,23,1.0054923140484353,2.7747419683829597,1.7692496543345244,9.26625575190005,5.190692432548689,-4.075563319351362,-8.30188538717187,-2.09358646493891,6.208298922232959,-8.041229299877001,-6.653202927630881,1.3880263722461201,-0.2606560769288436,4.5596164827761445,4.820272559704988
10,0,clean,28,23,6.275784886401633,9.25683413381162,2.9810492474099863,10.24636577523273,7.3162960591523545,-2.930069716080376,-6.512033545452615,-5.893824909044349,0.6182086364082666,-2.5360890989718228,-1.5795005054577538,0.956588593514069,-3.975944477578868,-4.314324399699336,-0.33837992212046775
10,0,refusal,28,23,63.42969977337381,67.34910416603088,3.9194043926570714,15.193263758783756,12.557544832644256,-2.6357189261395,-15.395174897235373,-12.533470962358559,2.8617039348768145,-18.74657394575036,-18.05742661849312,0.6891473272572384,3.3513990485149883,5.523955635402514,2.1725565868875254
10,0,static,28,23,-1.814054406207541e-08,-5.960464477539063e-08,-4.1464100713315216e-08,0.0,0.0,0.0,-11.286538155182548,-2.8271956730472003,8.459342482135348,-11.213558899142537,-6.9455616033798,4.267997295762737,-0.07297928436942723,4.118365889010222,4.1913451733796485
10,1,adaptive,28,23,3.454772745785506,-2.764647525289784,-6.21942027107529,11.635972852292268,6.686569862725699,-4.949402989566568,-8.558330898699554,-7.7458915380032165,0.8124393606963372,-10.005443987639055,-12.876128818677818,-2.870684831038764,1.4471130785734758,5.1302372476328975,3.683124169059422
10,1,clean,28,23,12.044059432071188,9.086837229521379,-2.9572222025498096,14.16590103895768,7.872083269383596,-6.293817769574083,-2.132242852821946,-2.1620182531035463,-0.029775400281600195,-7.485244688780411,-9.162840718808381,-1.6775960300279698,5.353001822596011,7.000822461169699,1.6478206385736884
10,1,refusal,28,23,63.40142059326172,71.42687134120776,8.025450747946039,13.829699516296387,13.120616125023883,-0.7090833912725039,-11.251183219577955,-10.967858127925707,0.28332509165224806,-17.12401937401813,-16.164878720822543,0.9591406531955862,5.872836154440175,5.197020572164784,-0.6758155822753906
10,1,static,28,23,3.498533497685972e-08,-1.0366025178328804e-07,-1.3864558676014777e-07,0.0,0.0,0.0,-12.50512342867644,-6.4154655881550005,6.089657840521439,-14.066647612530252,-10.82714024834011,3.2395073641901426,1.5615241838538128,4.411674696466197,2.8501505126123847
10,2,adaptive,28,23,6.130932981553285,-1.8189390042553777,-7.949871985808663,12.47652818845666,9.251650423507469,-3.2248777649491913,-9.336466167284096,-8.410516153211178,0.9259500140729173,-10.431303169416344,-13.886173331219217,-3.454870161802873,1.09483700213225,5.475657193557076,4.380820191424826
10,2,clean,28,23,21.07023856950843,7.9551282499147495,-13.11511031959368,15.654293060302734,13.389523872538753,-2.2647691877639815,-10.601345559825068,-8.628366947174072,1.972978612650996,-14.9926467563795,-12.189637660980225,2.8030090953992755,4.391301196554433,3.5612707345382026,-0.83003046201623
10,2,refusal,28,23,61.32091646609099,65.2900918877643,3.969175421673313,13.585538408030635,15.959702906401262,2.374164498370627,-12.315184427344281,-10.91043709412865,1.4047473332156315,-19.443148571511973,-18.788526182589322,0.6546223889226503,7.127964144167692,7.878089116967243,0.7501249727995507
10,2,static,28,23,2.0732050356657608e-08,5.183012589164402e-08,3.109807553498641e-08,0.0,0.0,0.0,-11.585666532101838,-8.924630603064662,2.661035929037176,-12.524037775786027,-13.439625055893607,-0.9155872801075802,0.9383712436841882,4.514994434688402,3.576623191004214
10,4,adaptive,28,23,3.1247632192528765,-3.5159012636412745,-6.640664482894151,13.853349499080492,11.981555338955925,-1.8717941601245673,-8.5752148680065,-7.557217675706615,1.0179971922998847,-10.373403891273167,-15.745003928308902,-5.371600037035735,1.798189023266668,8.187786288883375,6.3895972656167075
10,4,clean,28,23,17.061567026635874,4.945608201234237,-12.115958825401638,15.916149160136348,17.85088656103566,1.934737400899314,-13.946704190710317,-12.452716345372407,1.4939878453379105,-18.310146226831105,-18.445528963337775,-0.13538273650667065,4.36344201668449,5.992812592050304,1.6293705753658134
10,4,refusal,28,23,66.54298342829165,64.34027692546015,-2.2027065028315036,15.354870573334072,18.00314426422119,2.6482736908871196,-17.199667474497918,-16.15198198090429,1.0476854935936295,-19.61547905465831,-19.5348190224689,0.0806600321894102,2.4158115801603897,3.382837046747622,0.9670254665872324
10,4,static,28,23,6.608341051184613e-08,1.0366025178328804e-08,-5.5717385333517326e-08,0.0,0.0,0.0,-12.599067356275475,-11.364606320858002,1.234461035417473,-12.454848787058955,-17.44551179720008,-4.990663010141125,-0.14421854848447052,6.080905489299608,6.225124037784079
10,8,adaptive,28,23,2.3228020123813464,2.077858251074086,-0.24494376130726048,13.702751101683015,14.12530508704114,0.4225539853581246,-9.222812880640445,-16.753720749979433,-7.5309078693389875,-11.336125436036482,-20.8149066593336,-9.47878122329712,2.1133125553960386,4.061185919720193,1.9478733643241548
10,8,clean,28,23,12.286872244399527,5.967369159926539,-6.319503084472988,17.244187562362008,20.975597428476803,3.731409866114795,-13.550698570583178,-16.535303053648576,-2.9846044830653984,-16.947182987047277,-19.561724123747453,-2.6145411367001756,3.3964844164641006,3.026421070098877,-0.37006334636522364
10,8,refusal,28,23,61.775272410848864,64.48683444313382,2.7115620322849523,12.236273143602455,19.68929848463639,7.453025341033934,-17.856352723163106,-11.31985566927039,6.536497053892715,-19.947087453759234,-15.9651403012483,3.9819471525109336,2.090734730596128,4.64528463197791,2.5545499013817823
10,8,static,28,23,-9.588573289954144e-08,-2.8506569240404213e-08,6.737916365913724e-08,0.0,0.0,0.0,-12.218638907308163,-20.06056947293489,-7.841930565626727,-13.94954838960067,-21.77874345364778,-7.829195064047111,1.730909482292507,1.7181739807128906,-0.012735501579616448
10,16,adaptive,28,23,-3.9371302594309268,-3.085774193639341,0.851356065791586,13.22055743764276,12.973373989263168,-0.24718344837959272,-9.50624674299489,-15.258300366608992,-5.752053623614103,-11.327828884124756,-20.058468279631242,-8.730639395506486,1.821582141129867,4.800167913022249,2.978585771892382
10,16,clean,28,23,21.6381660544354,7.573620319366455,-14.064545735068943,16.957127115000848,20.469302537101928,3.5121754221010804,-16.918938346531082,-18.475440232650094,-1.5565018861190119,-19.344834327697754,-20.76577087070631,-1.4209365430085548,2.425895981166674,2.290330638056216,-0.13556534311045798
10,16,refusal,28,23,39.77723594333815,45.52692703578783,5.74969109244968,16.66200075978818,24.050789252571438,7.388788492783256,-16.160301415816598,-15.830346314803414,0.3299551010131836,-17.60608026255732,-18.604554881220277,-0.9984746186629572,1.4457788467407227,2.7742085664168648,1.328429719676142
10,16,static,28,23,4.1464100713315216e-08,-2.0732050356657608e-08,-6.219615106997282e-08,0.0,0.0,0.0,-13.20766135920649,-19.705092709997427,-6.4974313507909365,-14.79611465205317,-22.60608196258545,-7.809967310532279,1.5884532928466797,2.9009892629540484,1.3125359701073687
